"Field1","Field2","Field3","Field4","Field5","Field6","Field7","Field8","Field9","Field10","Field11","Field12","Field13","Field14","Field15","Field16","Field17","Field18","Field19","Field20","Field21","Field22","Field23","Field24","Field25","Field26","Field27","Field28","Field29","Field30","Field31","Field32","Field33","Field34","Field35","Field36","Field37","Field38","Field39","Field40","Field41","Field42","Field43","Field44","Field45","Field46","Field47","Field48","Field49","Field50","Field51","Field52","Field53","Field54"
"2011","新店區","16320","...","...","1553","0","6341","...","425","238","437","2447","76","0","0","4290","512","1","16658","...","...","1617","0","6958","...","353","189","311","2308","241","0","0","4645","33","3","9591","9591","2242","1193","1049","7.56","1734","1081","653","5.85","1.71","87.39","88.53","-1.1399999999999999","2268","7.65","846","2.85"
"2011","樹林區","11606","...","...","282","0","1509","...","246","157","194","2526","28","0","0","6424","240","0","8936","...","...","345","0","1141","...","178","134","143","2207","93","0","0","4693","1","1","5347","5347","1834","948","886","10.31","793","501","292","4.46","5.85","95.28","80.27","15.01","1556","8.74","497","2.79"
"2011","鶯歌區","4286","...","...","96","0","349","...","80","54","72","1974","23","0","0","1511","126","1","3813","...","...","100","0","383","...","88","41","79","1901","63","0","0","1153","3","2","2689","2689","821","419","402","9.41","432","271","161","4.95","4.46","79.94","74.52","5.42","649","7.44","236","2.7"
"2011","三峽區","6674","...","...","195","0","1005","...","179","99","177","1389","19","0","0","3456","154","1","4767","...","...","192","0","743","...","112","101","107","1096","41","0","0","2371","2","2","3720","3720","905","463","442","8.66","633","397","236","6.06","2.6","99.43","81.180000000000007","18.239999999999998","790","7.56","334","3.19"
"2011","淡水區","10010","...","...","572","0","4470","...","244","164","282","1516","27","0","0","2550","185","0","7215","...","...","497","0","3453","...","173","89","145","1033","58","0","0","1760","6","1","5746","5746","1196","613","583","8.24","716","439","277","4.93","3.31","108.57","89.31","19.260000000000002","1135","7.82","362","2.4900000000000002"
"2011","汐止區","12468","...","...","538","0","6529","...","328","198","298","2593","34","0","0","1680","270","0","12013","...","...","589","0","6523","...","258","140","196","2293","67","0","0","1941","4","2","6324","6324","1555","807","748","8.18","949","577","372","4.99","3.19","98.83","96.44","2.39","1570","8.26","574","3.02"
"2011","瑞芳區","1502","...","...","31","0","142","...","19","13","15","905","4","0","0","319","54","0","1829","...","...","43","0","240","...","41","14","35","981","7","0","0","467","1","0","529","529","295","148","147","6.99","369","226","143","8.74","-1.75","48.09","55.84","-7.74","210","4.97","121","2.87"
"2011","土城區","11115","...","...","397","0","1447","...","253","217","234","2475","71","0","0","5705","314","2","11550","...","...","477","0","1829","...","274","167","240","2377","273","0","0","5908","1","4","7844","7844","2126","1114","1012","8.9","1012","645","367","4.24","4.66","79.39","81.209999999999994","-1.82","1956","8.19","724","3.03"
"2011","蘆洲區","9389","...","...","241","0","2319","...","195","139","216","1750","25","1","0","4300","203","0","9821","...","...","283","0","2638","...","249","119","169","1638","81","0","0","4640","3","1","6899","6899","1765","906","859","8.91","753","470","283","3.8","5.1100000000000003","82.23","84.41","-2.1800000000000002","1483","7.49","561","2.83"
"2011","五股區","4540","...","...","106","0","669","...","106","63","93","834","8","0","0","2532","129","0","4214","...","...","126","0","838","...","85","48","66","732","40","0","0","2277","2","0","1712","1712","657","327","330","8.19","423","279","144","5.27","2.92","77.92","73.86","4.0599999999999996","607","7.56","260","3.24"
"2011","泰山區","3984","...","...","99","0","404","...","102","52","82","924","18","0","0","2237","66","0","3953","...","...","120","0","701","...","93","44","77","851","38","0","0","2028","1","0","1913","1913","842","441","401","10.97","286","171","115","3.73","7.24","76.819999999999993","76.42","0.4","669","8.7200000000000006","215","2.8"
"2011","林口區","7670","...","...","265","0","1840","...","178","137","202","2648","28","0","0","2223","149","0","4913","...","...","214","0","1190","...","130","89","118","1906","57","0","0","1208","1","0","3906","3906","1063","573","490","12.52","357","192","165","4.21","8.32","136.35","103.88","32.47","821","9.67","247","2.91"
"2011","深坑區","1605","...","...","59","0","784","...","25","13","29","212","8","0","0","448","27","0","1383","...","...","119","0","633","...","45","18","30","177","13","0","0","348","0","0","386","386","173","93","80","7.4","105","73","32","4.49","2.91","85.14","75.64","9.49","149","6.37","72","3.08"
"2011","石碇區","378","...","...","10","0","98","...","5","6","4","35","0","0","0","207","13","0","428","...","...","8","0","124","...","10","2","4","48","5","0","0","227","0","0","33","33","45","24","21","5.67","81","55","26","10.210000000000001","-4.54","51.83","58.13","-6.31","36","4.54","20","2.52"
"2011","坪林區","308","...","...","5","0","70","...","2","6","3","35","0","0","0","181","6","0","292","...","...","2","0","75","...","0","2","7","41","0","0","0","165","0","0","20","20","38","13","25","5.81","58","34","24","8.8800000000000008","-3.06","50.19","47.74","2.4500000000000002","24","3.67","9","1.38"
"2011","三芝區","1147","...","...","34","0","231","...","24","8","18","106","2","0","0","692","32","0","1074","...","...","40","0","215","...","17","12","8","134","6","0","0","642","0","0","273","273","152","74","78","6.53","169","103","66","7.26","-0.73","60.97","57.83","3.13","118","5.07","54","2.3199999999999998"
"2011","石門區","605","...","...","8","0","68","...","6","4","5","63","0","0","0","432","19","0","481","...","...","7","0","71","...","3","2","6","49","1","0","0","342","0","0","56","56","113","56","57","8.85","96","54","42","7.52","1.33","51.76","42.05","9.7100000000000009","47","3.68","15","1.17"
"2011","八里區","2451","...","...","74","0","866","...","34","21","45","318","7","0","0","1027","59","0","1951","...","...","53","0","809","...","48","10","27","278","9","0","0","716","1","0","712","712","341","186","155","9.7100000000000009","209","135","74","5.95","3.76","90.1","75.849999999999994","14.24","288","8.1999999999999993","101","2.88"
"2011","平溪區","187","...","...","5","0","30","...","2","0","2","35","0","0","0","104","9","0","269","...","...","3","0","39","...","6","5","2","50","0","0","0","163","1","0","23","23","23","11","12","4.3600000000000003","88","59","29","16.7","-12.33","39.840000000000003","55.4","-15.56","24","4.55","10","1.9"
"2011","雙溪區","349","...","...","6","0","42","...","8","3","2","132","0","0","0","147","9","0","467","...","...","6","0","82","...","10","1","4","141","0","0","0","222","0","1","43","43","52","24","28","5.39","108","65","43","11.2","-5.81","40.659999999999997","52.89","-12.24","43","4.46","19","1.97"
"2011","貢寮區","357","...","...","2","0","55","...","5","1","14","100","1","0","0","161","18","0","553","...","...","10","0","78","...","13","8","20","185","1","0","0","237","1","0","67","67","100","62","38","7.32","142","94","48","10.4","-3.08","31.05","45.4","-14.35","44","3.22","25","1.83"
"2011","金山區","843","...","...","17","0","132","...","18","9","13","284","1","0","0","347","22","0","793","...","...","21","0","158","...","24","12","12","208","7","0","0","351","0","0","337","337","173","80","93","7.72","156","95","61","6.96","0.76","52.65","50.42","2.23","131","5.84","59","2.63"
"2011","萬里區","1299","...","...","28","0","169","...","26","25","11","596","1","0","0","390","53","0","1110","...","...","55","0","207","...","27","14","23","448","9","0","0","327","0","0","192","192","238","117","121","10.77","232","150","82","10.49","0.27","67.45","58.9","8.5500000000000007","132","5.97","67","3.03"
"2011","烏來區","365","...","...","16","0","40","...","3","9","4","81","0","0","0","208","4","0","283","...","...","8","0","48","...","1","0","6","50","1","0","0","168","1","0","76","76","74","37","37","12.61","40","25","15","6.82","5.79","75.14","61.17","13.97","51","8.69","25","4.26"
"2012","新北市","198847","...","...","9147","0","50213","...","5036","3237","4534","40298","893","0","0","80310","5162","17","196560","...","...","10304","0","49914","...","4942","2661","3650","40967","3659","0","0","80308","114","41","119320","119320","40847","21040","19807","10.4","20280","12533","7747","5.16","5.24","81","80.42","0.57999999999999996","26872","6.84","10613","2.7"
"2012","板橋區","24132","...","...","1042","0","5032","...","701","452","644","5190","131","0","0","10308","628","4","25182","...","...","1269","0","5379","...","683","383","428","5046","385","0","0","11586","20","3","18407","18407","5920","3101","2819","10.64","2765","1699","1066","4.97","5.67","76.459999999999994","78.34","-1.89","3947","7.09","1450","2.61"
"2012","三重區","16387","...","...","589","0","5309","...","470","270","358","3221","49","0","0","5721","399","1","18575","...","...","714","0","6023","...","444","234","263","3384","234","0","0","7271","6","2","13763","13763","3989","2047","1942","10.220000000000001","2132","1350","782","5.46","4.76","77.260000000000005","82.86","-5.61","2684","6.88","1088","2.79"
"2012","中和區","22957","...","...","1533","0","4630","...","537","351","489","3663","187","0","0","10726","841","0","23557","...","...","1806","0","5083","...","539","237","429","3654","844","0","0","10942","14","9","10198","10198","4343","2229","2114","10.45","2183","1335","848","5.25","5.2","79.75","81.2","-1.44","3073","7.39","1133","2.73"
"2012","永和區","12565","...","...","1076","0","3139","...","299","175","270","1700","95","0","0","5447","361","3","14807","...","...","1123","0","3717","...","384","170","251","1881","357","0","0","6904","17","3","5047","5047","1909","950","959","8.24","1285","766","519","5.55","2.69","76.05","85.73","-9.68","1437","6.21","562","2.4300000000000002"
"2012","新莊區","16785","...","...","574","0","2670","...","469","368","418","4502","61","0","0","7246","475","2","16761","...","...","599","0","3075","...","480","312","336","4738","283","0","0","6928","6","4","15186","15186","4499","2258","2241","11.09","1600","1010","590","3.95","7.15","78.83","78.77","0.06","2769","6.83","1140","2.81"
"2012","新店區","16374","...","...","1464","0","6585","...","462","215","404","2281","61","0","0","4368","532","2","16107","...","...","1540","0","6455","...","420","219","324","2352","344","0","0","4432","19","2","8977","8977","2569","1317","1252","8.65","1780","1087","693","5.99","2.66","85.33","84.43","0.9","2046","6.89","806","2.71"
"2012","樹林區","10047","...","...","279","0","1236","...","197","180","166","2306","41","0","0","5407","234","1","9220","...","...","319","0","1137","...","194","146","165","2291","114","0","0","4851","1","2","4907","4907","2166","1098","1068","11.97","769","473","296","4.25","7.72","82.66","78.09","4.57","1281","7.08","469","2.59"
"2012","鶯歌區","4087","...","...","91","0","317","...","102","67","77","1810","15","0","0","1519","89","0","4006","...","...","120","0","343","...","100","74","74","2129","123","0","0","1041","1","1","2377","2377","1025","523","502","11.65","453","274","179","5.15","6.5","73.45","72.53","0.92","610","6.93","233","2.65"
"2012","三峽區","6571","...","...","165","0","950","...","174","98","152","1316","27","0","0","3548","141","0","4895","...","...","180","0","649","...","138","85","97","1314","84","0","0","2345","0","3","4100","4100","1150","620","530","10.78","661","435","226","6.19","4.58","100","84.29","15.71","669","6.27","372","3.49"
"2012","淡水區","10541","...","...","550","0","4783","...","245","184","233","1474","29","0","0","2843","199","1","7317","...","...","528","0","3215","...","226","115","155","1068","114","0","0","1891","4","1","6405","6405","1446","761","685","9.7200000000000006","739","450","289","4.97","4.75","113.94","92.27","21.68","1036","6.97","348","2.34"
"2012","汐止區","12209","...","...","474","0","6506","...","293","198","310","2447","34","0","0","1705","242","0","11086","...","...","525","0","5671","...","271","106","232","2366","89","0","0","1822","4","0","5715","5715","1854","975","879","9.67","980","573","407","5.1100000000000003","4.5599999999999996","93.51","87.65","5.86","1330","6.94","538","2.81"
